Categoria criminologa,Sottocategoria Criminologica,Circoscrizione,Localita,Area Verde,Data,Ora
Convivenza Civile,Rumori molesti,3,SAGRA DI S. MICHELE/(VIA)                                             ,,20/04/2018,
Convivenza Civile,Rumori molesti,1,BOGINO/CONTE GIAMBATTISTA (VIA)                                       ,,23/04/2018,
Convivenza Civile,Rumori molesti,3,BRUNELLESCHI/FILIPPO (CORSO)                                          ,,23/04/2018,
Convivenza Civile,Rumori molesti,3,MONTE ALBERGIAN/(VIA)                                                 ,,23/04/2018,
Convivenza Civile,Rumori molesti,8,CANOVA/ANTONIO (VIA)                                                  ,,24/04/2018,
Convivenza Civile,Rumori molesti,2,S. MARINO/(VIA)                                                       ,,27/04/2018,
Convivenza Civile,Rumori molesti,1,ROMA/(VIA)                                                            ,,02/05/2018,
Convivenza Civile,Rumori molesti,4,BELLARDI/LUDOVICO (VIA)                                               ,,02/05/2018,
Convivenza Civile,Rumori molesti,7,PRINCIPE ODDONE/(CORSO)                                               ,,02/05/2018,
Convivenza Civile,Rumori molesti,7,CUNEO/(VIA)                                                           ,,03/05/2018,
Convivenza Civile,Rumori molesti,5,RULFI/MICHELANGELO (VIA)                                              ,,04/05/2018,
Convivenza Civile,Rumori molesti,5,VAL DELLA TORRE/(VIA)                                                 ,,10/05/2018,
Convivenza Civile,Rumori molesti,6,QUITTENGO/(VIA)                                                       ,,14/05/2018,
Convivenza Civile,Rumori molesti,2,SEBASTOPOLI/(CORSO)                                                   ,,15/05/2018,
Convivenza Civile,Rumori molesti,6,BRANDIZZO/(VIA)                                                       ,,16/05/2018,09.20
Convivenza Civile,Rumori molesti,9,UNIONE SOVIETICA/(CORSO)                                              ,,21/05/2018,
Convivenza Civile,Rumori molesti,7,GUASTALLA/(VIA)                                                       ,,25/05/2018,
Convivenza Civile,Rumori molesti,7,VERONA/(CORSO)                                                        ,,25/05/2018,
Convivenza Civile,Rumori molesti,3,S. PAOLO/(VIA)                                                        ,,28/05/2018,
Convivenza Civile,Rumori molesti,6,MONTE ROSA/(VIA)                                                      ,,29/05/2018,
Convivenza Civile,Rumori molesti,8,NIZZA/(VIA)                                                           ,,31/05/2018,
Convivenza Civile,Rumori molesti,9,CARDUCCI/GIOSUE' (PIAZZA)                                             ,,06/06/2018,
Convivenza Civile,Rumori molesti,1,ARCIVESCOVADO/(VIA DELL')                                             ,,07/06/2018,
Convivenza Civile,Rumori molesti,7,VERCELLI/(CORSO)                                                      ,,07/06/2018,
Convivenza Civile,Rumori molesti,8,D'AZEGLIO/MASSIMO (CORSO)                                             ,,10/06/2018,
Convivenza Civile,Rumori molesti,,,,11/06/2018,
Convivenza Civile,Rumori molesti,4,COLLEGNO/(STRADA ANTICA DI)                                           ,,11/06/2018,
Convivenza Civile,Rumori molesti,3,S. GIORGIO CANAVESE/(VIA)                                             ,,12/06/2018,
Convivenza Civile,Rumori molesti,4,TELESIO/BERNARDINO (CORSO)                                            ,,12/06/2018,
Convivenza Civile,Rumori molesti,7,S. GIULIA/(VIA)                                                       ,,12/06/2018,
Convivenza Civile,Rumori molesti,1,CARLO ALBERTO/(VIA)                                                   ,,13/06/2018,
Convivenza Civile,Rumori molesti,3,ENTRACQUE/(VIA)                                                       ,,13/06/2018,
Convivenza Civile,Rumori molesti,4,MUSINE'/(VIA)                                                         ,,14/06/2018,
Convivenza Civile,Rumori molesti,3,SAGRA DI S. MICHELE/(VIA)                                             ,,15/06/2018,
Convivenza Civile,Rumori molesti,1,PRINCIPE AMEDEO/(VIA)                                                 ,,17/06/2018,
Convivenza Civile,Rumori molesti,5,CARDINALE MASSAIA/GUGLIELMO (VIA)                                     ,,21/06/2018,
Convivenza Civile,Rumori molesti,2,CAPRERA/(VIA)                                                         ,,25/06/2018,
Convivenza Civile,Rumori molesti,3,TRAPANI/(CORSO)                                                       ,,25/06/2018,
Convivenza Civile,Rumori molesti,1,CONTE VERDE/(VIA)                                                     ,,26/06/2018,
Convivenza Civile,Rumori molesti,8,DANTE/(CORSO)                                                         ,,26/06/2018,
Convivenza Civile,Rumori molesti,6,PALERMO/(CORSO)                                                       ,,29/06/2018,
Convivenza Civile,Uso improprio parti comuni,7,REGINA MARGHERITA/(CORSO)                                             ,,05/02/2018,
Convivenza Civile,Uso improprio parti comuni,1,MARCO POLO/(VIA)                                                      ,,06/03/2018,
Convivenza Civile,Uso improprio parti comuni,6,SESIA/(VIA)                                                           ,,21/03/2018,
Convivenza Civile,Uso improprio parti comuni,1,ARQUATA/(VIA)                                                         ,,18/04/2018,
Convivenza Civile,Uso improprio parti comuni,7,BRESCIA/(CORSO)                                                       ,,18/04/2018,
Convivenza Civile,Uso improprio parti comuni,1,ARQUATA/(VIA)                                                         ,,04/05/2018,
Convivenza Civile,Uso improprio parti comuni,10,VERGA/GIOVANNI (VIA)                                                  ,,15/05/2018,
Qualità Urbana,Altro,4,MONTE GRAPPA/(CORSO)                                                  ,,03/01/2018,
Qualità Urbana,Altro,5,BREGLIO/(VIA)                                                         ,,04/01/2018,
Qualità Urbana,Altro,7,ANTONELLI/ALESSANDRO (LUNGO PO)                                       ,,04/01/2018,
Qualità Urbana,Altro,6,VERNA/(STRADA DELLA)                                                  ,,08/01/2018,
Qualità Urbana,Altro,7,MONGRENO/(STRADA)                                                     ,,08/01/2018,09.39
Qualità Urbana,Altro,10,FACCIOLI/ARISTIDE (VIA)                                               ,,08/01/2018,12.03
Qualità Urbana,Altro,5,VEROLENGO/(VIA)                                                       ,,08/01/2018,14.33
Qualità Urbana,Altro,6,ALAGNA/(VIA)                                                          ,,09/01/2018,
Qualità Urbana,Altro,3,BUSSOLENO/(VIA)                                                       ,,09/01/2018,08.25
Qualità Urbana,Altro,5,FORLI'/(VIA)                                                          ,,12/01/2018,
Qualità Urbana,Altro,2,TRIPOLI/(VIA)                                                         ,,12/01/2018,08.06
Qualità Urbana,Altro,7,BORROMINI/FRANCESCO (PIAZZA)                                          ,,15/01/2018,08.08
Qualità Urbana,Altro,2,CHEVALLEY/GIOVANNI (VIA)                                              ,,15/01/2018,11.16
Qualità Urbana,Altro,9,NIZZA/(VIA)                                                           ,,16/01/2018,
Qualità Urbana,Altro,8,BRAMANTE/(CORSO)                                                      ,,16/01/2018,14.44
Qualità Urbana,Altro,3,SANFRONT/(VIA)                                                        ,,17/01/2018,
Qualità Urbana,Altro,2,SALICETO/(VIA)                                                        ,,19/01/2018,
Qualità Urbana,Altro,7,BRESCIA/(CORSO)                                                       ,,20/01/2018,
Qualità Urbana,Altro,7,REGINA MARGHERITA/(CORSO)                                             ,,22/01/2018,
Qualità Urbana,Altro,6,REISS ROMOLI/GUGLIELMO (VIA)                                          ,,22/01/2018,08.36
Qualità Urbana,Altro,8,BRAMANTE/(CORSO)                                                      ,,23/01/2018,
Qualità Urbana,Altro,,,,24/01/2018,
Qualità Urbana,Altro,1,MANZONI/ALESSANDRO (VIA)                                              ,,24/01/2018,11.20
Qualità Urbana,Altro,7,ANTONELLI/ALESSANDRO (LUNGO PO)                                       ,,25/01/2018,
Qualità Urbana,Altro,7,REGINA MARGHERITA/(CORSO)                                             ,,25/01/2018,
Qualità Urbana,Altro,5,VENEZIA/(CORSO)                                                       ,,26/01/2018,
Qualità Urbana,Altro,6,GERMAGNANO/(VIA)                                                      ,,29/01/2018,
Qualità Urbana,Altro,1,REGINA MARGHERITA/(CORSO)                                             ,,29/01/2018,09.25
Qualità Urbana,Altro,5,POTENZA/(CORSO)                                                       ,,29/01/2018,10.42
Qualità Urbana,Altro,1,TURATI/FILIPPO (CORSO)                                                ,Area Verde,30/01/2018,
Qualità Urbana,Altro,2,BENE VAGIENNA/(VIA)                                                   ,,30/01/2018,
Qualità Urbana,Altro,5,CAROSSIO/(STRADA DEL)                                                 ,,30/01/2018,
Qualità Urbana,Altro,7,CHIERI/(CORSO)                                                        ,,30/01/2018,10.39
Qualità Urbana,Altro,5,CASTELDELFINO/(VIA)                                                   ,,30/01/2018,11.25
Qualità Urbana,Altro,4,CARRERA/VALENTINO (VIA)                                               ,,30/01/2018,15.05
Qualità Urbana,Altro,1,DICIOTTO DICEMBRE/(PIAZZA)                                            ,,31/01/2018,
Qualità Urbana,Altro,4,BELLARDI/LUDOVICO (VIA)                                               ,,31/01/2018,08.31
Qualità Urbana,Altro,2,MOMBASIGLIO/(VIA)                                                     ,,01/02/2018,11.36
Qualità Urbana,Altro,4,AREZZO/(VIA)                                                          ,,02/02/2018,13.15
Qualità Urbana,Altro,1,BERTOLA/ANTONIO GIUSEPPE (VIA)                                        ,,05/02/2018,
Qualità Urbana,Altro,4,FRANCIA/(CORSO)                                                       ,,05/02/2018,10.34
Qualità Urbana,Altro,5,REYCEND/ENRICO (VIA)                                                  ,,05/02/2018,11.59
Qualità Urbana,Altro,1,VINZAGLIO/(CORSO)                                                     ,,06/02/2018,
Qualità Urbana,Altro,1,SOLFERINO/(PIAZZA)                                                    ,,08/02/2018,
Qualità Urbana,Altro,5,BREGLIO/(VIA)                                                         ,,08/02/2018,
Qualità Urbana,Altro,1,PALESTRO/(CORSO)                                                      ,,09/02/2018,
Qualità Urbana,Altro,5,COPPINO/MICHELE (VIA)                                                 ,,12/02/2018,11.43
Qualità Urbana,Altro,2,BAINSIZZA/(VIA)                                                       ,,15/02/2018,09.49
Qualità Urbana,Altro,1,CARLO ALBERTO/(VIA)                                                   ,,16/02/2018,
Qualità Urbana,Altro,5,LANZO/(STRADA)                                                        ,,16/02/2018,
Qualità Urbana,Altro,7,REGGIO/(VIA)                                                          ,,16/02/2018,
Qualità Urbana,Altro,3,BIXIO/NINO (VIA)                                                      ,,17/02/2018,
Qualità Urbana,Altro,3,FREJUS/(VIA)                                                          ,,20/02/2018,13.30
Qualità Urbana,Altro,1,VITTORIO VENETO/(PIAZZA)                                              ,,22/02/2018,
Qualità Urbana,Altro,9,NIZZA/(VIA)                                                           ,,22/02/2018,10.10
Qualità Urbana,Altro,3,BIONAZ/(VIA)                                                          ,,23/02/2018,
Qualità Urbana,Altro,7,TRAFORO DI PINO/(STRADA AL)                                           ,,23/02/2018,
Qualità Urbana,Altro,8,GIURIA/PIETRO (VIA)                                                   ,,23/02/2018,
Qualità Urbana,Altro,4,CASALEGGIO/MARIO (VIA)                                                ,,23/02/2018,09.22
Qualità Urbana,Altro,5,GIACHINO/ERRICO (VIA)                                                 ,,26/02/2018,
Qualità Urbana,Altro,7,CASALBORGONE/(VIA)                                                    ,,27/02/2018,
Qualità Urbana,Altro,1,MARIA TERESA/(PIAZZA)                                                 ,,28/02/2018,
Qualità Urbana,Altro,4,CARRERA/VALENTINO (VIA)                                               ,,28/02/2018,
Qualità Urbana,Altro,6,CHIESA/DAMIANO (VIA)                                                  ,,28/02/2018,
Qualità Urbana,Altro,5,SANSOVINO/ANDREA (VIA)                                                ,,28/02/2018,11.34
Qualità Urbana,Altro,3,VALDIERI/(VIA)                                                        ,,02/03/2018,11.44
Qualità Urbana,Altro,4,LIONETTO/(STRADA DEL)                                                 ,,05/03/2018,12.37
Qualità Urbana,Altro,4,LIVORNO/(VIA)                                                         ,,07/03/2018,
Qualità Urbana,Altro,6,GOTTARDO/(VIA)                                                        ,,09/03/2018,
Qualità Urbana,Altro,7,ARTISTI/(VIA)                                                         ,,09/03/2018,
Qualità Urbana,Altro,1,VALDOCCO/(CORSO)                                                      ,,09/03/2018,12.54
Qualità Urbana,Altro,3,VIPACCO/(VIA)                                                         ,,12/03/2018,09.06
Qualità Urbana,Altro,3,PESCHIERA/(CORSO)                                                     ,,12/03/2018,12.06
Qualità Urbana,Altro,7,VERCELLI/(CORSO)                                                      ,,12/03/2018,12.28
Qualità Urbana,Altro,3,FRANCIA/(CORSO)                                                       ,,12/03/2018,12.43
Qualità Urbana,Altro,1,S. SECONDO/(VIA)                                                      ,,13/03/2018,
Qualità Urbana,Altro,4,MOSSO/ANGELO (VIA)                                                    ,,13/03/2018,
Qualità Urbana,Altro,5,VENARIA/(STRADA)                                                      ,,14/03/2018,
Qualità Urbana,Altro,7,ANTONELLI/ALESSANDRO (LUNGO PO)                                       ,,14/03/2018,
Qualità Urbana,Altro,4,PEYRON/AMEDEO (PIAZZA)                                                ,,14/03/2018,13.17
Qualità Urbana,Altro,6,PACINI/GIOVANNI (VIA)                                                 ,,15/03/2018,13.55
Qualità Urbana,Altro,6,BETULLE/(VIA DELLE)                                                   ,,16/03/2018,
Qualità Urbana,Altro,8,NIZZA/(VIA)                                                           ,,16/03/2018,12.26
Qualità Urbana,Altro,5,CALTANISSETTA/VIA)                                                    ,Area Verde,18/03/2018,
Qualità Urbana,Altro,1,MAZZINI/GIUSEPPE (VIA)                                                ,,20/03/2018,
Qualità Urbana,Altro,7,VAL S. MARTINO SUPERIORE/(STRADA)                                     ,,20/03/2018,
Qualità Urbana,Altro,6,CASCINOTTO/(STRADA DEL)                                               ,,21/03/2018,
Qualità Urbana,Altro,2,ROSSELLI/CARLO E NELLO (CORSO)                                        ,,21/03/2018,09.55
Qualità Urbana,Altro,6,CERIGNOLA/(PIAZZETTA)                                                 ,,21/03/2018,11.25
Qualità Urbana,Altro,8,NIZZA/(VIA)                                                           ,,22/03/2018,
Qualità Urbana,Altro,8,MONCALIERI/(CORSO)                                                    ,,22/03/2018,10.28
Qualità Urbana,Altro,2,COSENZA/(CORSO)                                                       ,,23/03/2018,
Qualità Urbana,Altro,4,RIVARA/(VIA)                                                          ,,23/03/2018,
Qualità Urbana,Altro,5,CHIESA DELLA SALUTE/(VIA)                                             ,,23/03/2018,07.58
Qualità Urbana,Altro,1,COSTANTINO IL GRANDE/(PIAZZALE)                                       ,,23/03/2018,10.00
Qualità Urbana,Altro,1,COLOMBO/CRISTOFORO (VIA)                                              ,,23/03/2018,12.30
Qualità Urbana,Altro,9,STEFFENONE/VINCENZO (VIA)                                             ,,29/03/2018,
Qualità Urbana,Altro,7,CATANIA/(VIA)                                                         ,,29/03/2018,08.17
Qualità Urbana,Altro,5,GROSSETO/(CORSO)                                                      ,,29/03/2018,15.29
Qualità Urbana,Altro,1,EMANUELE FILIBERTO/(PIAZZA)                                           ,,30/03/2018,09.50
Qualità Urbana,Altro,4,GAMBA/ENRICO (CORSO)                                                  ,,03/04/2018,14.26
Qualità Urbana,Altro,3,MARSIGLI/LUIGI FERDINANDO (VIA)                                       ,,03/04/2018,14.52
Qualità Urbana,Altro,6,VERONESE/PAOLO (VIA)                                                  ,,06/04/2018,
Qualità Urbana,Altro,2,CASTELGOMBERTO/(VIA)                                                  ,,06/04/2018,09.52
Qualità Urbana,Altro,5,MASSARI/GIUSEPPE (VIA)                                                ,,09/04/2018,
Qualità Urbana,Altro,1,BELLEZIA/GIAN FRANCESCO (VIA)                                         ,,09/04/2018,14.32
Qualità Urbana,Altro,4,MONTE GRAPPA/(CORSO)                                                  ,,10/04/2018,
Qualità Urbana,Altro,8,NIZZA/(PIAZZA)                                                        ,,11/04/2018,
Qualità Urbana,Altro,2,GORIZIA/(VIA)                                                         ,,12/04/2018,11.27
Qualità Urbana,Altro,7,GIAVENO/(VIA)                                                         ,,13/04/2018,
Qualità Urbana,Altro,2,ALLAMANO/CANONICO GIUSEPPE (CORSO)                                    ,,13/04/2018,09.39
Qualità Urbana,Altro,1,BELLEZIA/GIAN FRANCESCO (VIA)                                         ,,15/04/2018,
Qualità Urbana,Altro,1,S. FRANCESCO D'ASSISI/(VIA)                                           ,,16/04/2018,
Qualità Urbana,Altro,5,RULFI/MICHELANGELO (VIA)                                              ,,16/04/2018,08.07
Qualità Urbana,Altro,2,BONFANTE/PIETRO (VIA)                                                 ,,16/04/2018,09.34
Qualità Urbana,Altro,5,BREGLIO/(VIA)                                                         ,,16/04/2018,10.07
Qualità Urbana,Altro,8,CASALE/(CORSO)                                                        ,,17/04/2018,
Qualità Urbana,Altro,4,S. DONATO/(VIA)                                                       ,,17/04/2018,10.06
Qualità Urbana,Altro,1,S. MAURIZIO/(CORSO)                                                   ,,18/04/2018,
Qualità Urbana,Altro,3,MARTINI MAURI/ENRICO (VIA)                                            ,,18/04/2018,
Qualità Urbana,Altro,7,FIRENZE/(LUNGO DORA)                                                  ,,18/04/2018,
Qualità Urbana,Altro,3,ROBILANT GENERALE CARLO DI (PIAZZA)                                   ,,18/04/2018,10.23
Qualità Urbana,Altro,1,GOVONE/GIUSEPPE (CORSO)                                               ,,19/04/2018,
Qualità Urbana,Altro,2,SIRACUSA/(CORSO)                                                      ,,19/04/2018,
Qualità Urbana,Altro,3,LIONE/(CORSO)                                                         ,,19/04/2018,
Qualità Urbana,Altro,10,AGNELLI/GIOVANNI (CORSO)                                              ,,19/04/2018,
Qualità Urbana,Altro,5,VERONESE/PAOLO (VIA)                                                  ,,20/04/2018,08.43
Qualità Urbana,Altro,10,CANDIOLO/(VIA)                                                        ,,20/04/2018,09.46
Qualità Urbana,Altro,3,SERAO/MATILDE (VIA)                                                   ,,23/04/2018,
Qualità Urbana,Altro,5,CINCINNATO/L. QUINZIO (CORSO)                                         ,,24/04/2018,
Qualità Urbana,Altro,10,RICCIO/CAMILLO (VIA)                                                  ,,27/04/2018,
Qualità Urbana,Altro,7,BELGIO/(CORSO)                                                        ,,27/04/2018,12.12
Qualità Urbana,Altro,4,ALPIGNANO/(VIA)                                                       ,,03/05/2018,
Qualità Urbana,Altro,10,ROVEDA/GIOVANNI (VIA)                                                 ,,03/05/2018,
Qualità Urbana,Altro,6,VERCELLI/(CORSO)                                                      ,,07/05/2018,
Qualità Urbana,Altro,4,PRINCIPI D'ACAJA/(VIA)                                                ,,08/05/2018,
Qualità Urbana,Altro,7,ANDREIS/VITTORIO (VIA)                                                ,,08/05/2018,
Qualità Urbana,Altro,8,MONCALIERI/(CORSO)                                                    ,,08/05/2018,
Qualità Urbana,Altro,7,METASTASIO/(VIA)                                                      ,,09/05/2018,
Qualità Urbana,Altro,3,FERRUCCI/FRANCESCO (CORSO)                                            ,,10/05/2018,
Qualità Urbana,Altro,2,ADRIATICO/(CORSO)                                                     ,,14/05/2018,
Qualità Urbana,Altro,6,PAGANINI/NICOLO' (VIA)                                                ,,15/05/2018,
Qualità Urbana,Altro,3,RACCONIGI/(CORSO)                                                     ,,17/05/2018,
Qualità Urbana,Altro,6,MERCADANTE/SAVERIO (VIA)                                              ,,17/05/2018,
Qualità Urbana,Altro,1,REGINA MARGHERITA/(CORSO)                                             ,,18/05/2018,
Qualità Urbana,Altro,5,NOASCA/(VIA)                                                          ,,19/05/2018,
Qualità Urbana,Altro,9,GIORDANO/BRUNO (VIA)                                                  ,,19/05/2018,
Qualità Urbana,Altro,4,PIEDICAVALLO/(VIA)                                                    ,,21/05/2018,
Qualità Urbana,Altro,8,FIOCCARDO/(STRADA DEL)                                                ,,21/05/2018,
Qualità Urbana,Altro,7,PALERMO/(CORSO)                                                       ,,23/05/2018,
Qualità Urbana,Altro,5,SANSOVINO/ANDREA (VIA)                                                ,,24/05/2018,
Qualità Urbana,Altro,3,DI NANNI/DANTE (VIA)                                                  ,,25/05/2018,
Qualità Urbana,Altro,7,BELGIO/(CORSO)                                                        ,,25/05/2018,
Qualità Urbana,Altro,4,TASSONI/ALESSANDRO (CORSO)                                            ,,28/05/2018,
Qualità Urbana,Altro,1,CABOTO/SEBASTIANO (VIA)                                               ,,28/05/2018,11.05
Qualità Urbana,Altro,3,BENA/BATTISTA (VIA)                                                   ,,29/05/2018,
Qualità Urbana,Altro,3,BENA/BATTISTA (VIA)                                                   ,,29/05/2018,
Qualità Urbana,Altro,4,SERVAIS/GIOVANNI (VIA)                                                ,,29/05/2018,
Qualità Urbana,Altro,10,GARRONE FRATELLI (VIA)                                                ,,29/05/2018,
Qualità Urbana,Altro,1,PIAZZI/GIUSEPPE (VIA)                                                 ,,29/05/2018,13.36
Qualità Urbana,Altro,8,CANOVA/ANTONIO (VIA)                                                  ,,30/05/2018,
Qualità Urbana,Altro,2,SIRACUSA/(CORSO)                                                      ,,30/05/2018,10.23
Qualità Urbana,Altro,3,LANCIA/VINCENZO (VIA)                                                 ,,30/05/2018,14.39
Qualità Urbana,Altro,1,GARIBALDI/GIUSEPPE (VIA)                                              ,,06/06/2018,
Qualità Urbana,Altro,5,CIAMARELLA/(VIA)                                                      ,,07/06/2018,
Qualità Urbana,Altro,7,VERCELLI/(CORSO)                                                      ,,07/06/2018,
Qualità Urbana,Altro,9,PASSO BUOLE/(VIA)                                                     ,,07/06/2018,15.18
Qualità Urbana,Altro,1,DUCA DEGLI ABRUZZI/(CORSO)                                            ,,08/06/2018,09.07
Qualità Urbana,Altro,3,DUCHESSA JOLANDA/(VIA)                                                ,,08/06/2018,10.59
Qualità Urbana,Altro,5,POTENZA/(CORSO)                                                       ,,11/06/2018,
Qualità Urbana,Altro,6,MONTANARO/(VIA)                                                       ,,11/06/2018,
Qualità Urbana,Altro,5,POTENZA/(CORSO)                                                       ,,11/06/2018,13.22
Qualità Urbana,Altro,1,DICIOTTO DICEMBRE/(PIAZZA)                                            ,,12/06/2018,
Qualità Urbana,Altro,6,DESANA/(VIA)                                                          ,,12/06/2018,
Qualità Urbana,Altro,5,MUGHETTI/(VIALE DEI)                                                  ,,13/06/2018,
Qualità Urbana,Altro,6,MAGRA/(STRADA DELLA)                                                  ,,13/06/2018,
Qualità Urbana,Altro,1,REGINA MARGHERITA/(CORSO)                                             ,,14/06/2018,
Qualità Urbana,Altro,7,S. MAURIZIO/(CORSO)                                                   ,,14/06/2018,
Qualità Urbana,Altro,7,S. MAURIZIO/(CORSO)                                                   ,,14/06/2018,12.30
Qualità Urbana,Altro,,,,15/06/2018,
Qualità Urbana,Altro,7,BELLARDO/(STRADA DEL)                                                 ,,15/06/2018,
Qualità Urbana,Altro,10,ROVEDA/GIOVANNI (VIA)                                                 ,Area Verde,15/06/2018,
Qualità Urbana,Altro,7,OROPA/(VIA)                                                           ,,19/06/2018,
Qualità Urbana,Altro,1,VITTORIO EMANUELE II/(CORSO)                                          ,,20/06/2018,
Qualità Urbana,Altro,7,BELGIO/(CORSO)                                                        ,,20/06/2018,
Qualità Urbana,Altro,4,FRANCIA/(CORSO)                                                       ,,21/06/2018,
Qualità Urbana,Altro,6,ROSSETTI/GABRIELE (VIA)                                               ,,21/06/2018,
Qualità Urbana,Altro,7,VARANO/ALFONSO (VIA)                                                  ,,21/06/2018,
Qualità Urbana,Altro,8,BERTHOLLET/CLAUDIO LUIGI (VIA)                                        ,,21/06/2018,
Qualità Urbana,Altro,9,ZINI/ZINO GIACOMO (VIA)                                               ,,21/06/2018,
Qualità Urbana,Altro,6,PALERMO/(CORSO)                                                       ,,22/06/2018,
Qualità Urbana,Altro,7,BELGIO/(CORSO)                                                        ,,22/06/2018,
Qualità Urbana,Altro,7,FIRENZE/(LUNGO DORA)                                                  ,,22/06/2018,
Qualità Urbana,Altro,5,CARDINALE MASSAIA/GUGLIELMO (VIA)                                     ,,26/06/2018,
Qualità Urbana,Altro,5,TRAVERSELLA/(VIA)                                                     ,,28/06/2018,
Qualità Urbana,Altro,8,GALLIARI/BERNARDINO (VIA)                                             ,,28/06/2018,
Qualità Urbana,Decoro e degrado urbano,3,MORETTA/(VIA)                                                         ,,03/01/2018,
Qualità Urbana,Decoro e degrado urbano,7,MONTEBELLO/(VIA)                                                      ,,04/01/2018,
Qualità Urbana,Decoro e degrado urbano,5,VENEZIA/(CORSO)                                                       ,,05/01/2018,
Qualità Urbana,Decoro e degrado urbano,7,NOVARA/(CORSO)                                                        ,,05/01/2018,
Qualità Urbana,Decoro e degrado urbano,8,CELLINI/BENVENUTO (VIA)                                               ,,08/01/2018,10.10
Qualità Urbana,Decoro e degrado urbano,1,ARIMONDI/GIUSEPPE (CORSO)                                             ,,09/01/2018,
Qualità Urbana,Decoro e degrado urbano,5,LOMBARDIA/(CORSO)                                                     ,,10/01/2018,
Qualità Urbana,Decoro e degrado urbano,3,BRACCINI/PAOLO (VIA)                                                  ,,11/01/2018,
Qualità Urbana,Decoro e degrado urbano,7,GABETTI/GIUSEPPE (CORSO)                                              ,,11/01/2018,
Qualità Urbana,Decoro e degrado urbano,2,BARLETTA/(VIA)                                                        ,,11/01/2018,12.16
Qualità Urbana,Decoro e degrado urbano,7,REGINA MARGHERITA/(CORSO)                                             ,,12/01/2018,
Qualità Urbana,Decoro e degrado urbano,7,TARINO/LUIGI (VIA)                                                    ,,12/01/2018,
Qualità Urbana,Decoro e degrado urbano,9,ARNALDO DA BRESCIA/(VIA)                                              ,Area Verde,12/01/2018,
Qualità Urbana,Decoro e degrado urbano,7,ANTONELLI/ALESSANDRO (LUNGO PO)                                       ,,14/01/2018,
Qualità Urbana,Decoro e degrado urbano,1,ARBARELLO/VINCENZO (PIAZZA)                                           ,,15/01/2018,
Qualità Urbana,Decoro e degrado urbano,2,COSENZA/(CORSO)                                                       ,,15/01/2018,
Qualità Urbana,Decoro e degrado urbano,3,BRACCINI/PAOLO (VIA)                                                  ,,15/01/2018,
Qualità Urbana,Decoro e degrado urbano,3,MARSIGLI/LUIGI FERDINANDO (VIA)                                       ,,16/01/2018,
Qualità Urbana,Decoro e degrado urbano,6,MOTTARONE/(VIA)                                                       ,,16/01/2018,
Qualità Urbana,Decoro e degrado urbano,1,EMANUELE FILIBERTO/(PIAZZA)                                           ,,17/01/2018,
Qualità Urbana,Decoro e degrado urbano,3,BERTA/AUGUSTO (VIA)                                                   ,,17/01/2018,
Qualità Urbana,Decoro e degrado urbano,8,SOMMEILLER/GERMANO (CORSO)                                            ,,17/01/2018,
Qualità Urbana,Decoro e degrado urbano,7,EMILIA/(CORSO)                                                        ,,18/01/2018,
Qualità Urbana,Decoro e degrado urbano,10,SOMALIA/(VIA)                                                         ,,18/01/2018,
Qualità Urbana,Decoro e degrado urbano,2,SIRACUSA/(CORSO)                                                      ,,19/01/2018,
Qualità Urbana,Decoro e degrado urbano,7,VERCELLI/(CORSO)                                                      ,,19/01/2018,09.31
Qualità Urbana,Decoro e degrado urbano,2,SEBASTOPOLI/(CORSO)                                                   ,,19/01/2018,11.54
Qualità Urbana,Decoro e degrado urbano,4,ASINARI DI BERNEZZO/VITTORIO (VIA)                                    ,,22/01/2018,
Qualità Urbana,Decoro e degrado urbano,5,VENARIA/(VIA)                                                         ,,22/01/2018,
Qualità Urbana,Decoro e degrado urbano,1,FILANGIERI/GAETANO (VIA)                                              ,,22/01/2018,11.09
Qualità Urbana,Decoro e degrado urbano,3,FORESTO/(VIA)                                                         ,,23/01/2018,
Qualità Urbana,Decoro e degrado urbano,5,CIAMARELLA/(VIA)                                                      ,,23/01/2018,
Qualità Urbana,Decoro e degrado urbano,7,REGIO PARCO/(CORSO)                                                   ,,23/01/2018,
Qualità Urbana,Decoro e degrado urbano,1,MADONNA DEGLI ANGELI/(PIAZZETTA)                                      ,,24/01/2018,
Qualità Urbana,Decoro e degrado urbano,3,MORETTA/(VIA)                                                         ,,24/01/2018,
Qualità Urbana,Decoro e degrado urbano,5,REISS ROMOLI/GUGLIELMO (VIA)                                          ,,24/01/2018,
Qualità Urbana,Decoro e degrado urbano,8,BELFIORE/(VIA)                                                        ,,24/01/2018,
Qualità Urbana,Decoro e degrado urbano,4,LIVORNO/(VIA)                                                         ,,25/01/2018,
Qualità Urbana,Decoro e degrado urbano,7,PISA/(VIA)                                                            ,,25/01/2018,
Qualità Urbana,Decoro e degrado urbano,8,S. MARGHERITA/(STRADA)                                                ,,25/01/2018,
Qualità Urbana,Decoro e degrado urbano,6,GOTTARDO/(VIA)                                                        ,,26/01/2018,
Qualità Urbana,Decoro e degrado urbano,7,PISA/(VIA)                                                            ,,26/01/2018,
Qualità Urbana,Decoro e degrado urbano,8,BIDONE/GIORGIO (VIA)                                                  ,,26/01/2018,
Qualità Urbana,Decoro e degrado urbano,3,MARTINIANA/(VIA)                                                      ,,28/01/2018,
