WKT,C_COMP_MER,INDIRIZZ,CARRAIO,FRONTE,INSEGNA,ANNO_INI,MESE_INI,TIPO_MER,DESC_RIP,DETT_RIP,CAT_MER,PREVALEN,TIPO_LOC,MQ_TOT_L,MQ_TOT_V,TIPO_ADD,NOME_ADD,SEZCENS,ZONASTAT,NCIRCO,SEZ_ELET,CAP
"POINT (1396260.934 4990123.737)",CF,VIA MADAMA CRISTINA 26,Si,No,,1991,5,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Extralimentari,S,8779,42,.,,NEGOZIO,355,09,8,729,10125
"POINT (1396251.949 4990106.148)",CF,VIA MADAMA CRISTINA 28,Si,No,,2017,8,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Telefonia,S,139001,36,29,,NEGOZIO,355,09,8,729,10125
"POINT (1396265.38 4990094.044)",CF,VIA MADAMA CRISTINA 31/C,No,No,,2012,10,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Telefonia,S,126100,80,70,,NEGOZIO,356,09,8,0,10125
"POINT (1396208.038 4990070.596)",CF,VIA MADAMA CRISTINA 32 scala B,No,No,,2017,9,MISTA,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Alimentari,S,139158,20,19,,NEGOZIO,359,09,8,732,10125
"POINT (1396208.038 4990070.596)",CF,VIA MADAMA CRISTINA 32 scala B,No,No,,2017,9,MISTA,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Extralimentari,N,139158,20,19,,NEGOZIO,359,09,8,732,10125
"POINT (1396223.37 4990051.24)",EP,VIA MADAMA CRISTINA 32/D,No,No,,1994,12,ALTRO,Somministrazione,A,Nessuna,,46310,52,,,,359,09,8,0,10125
"POINT (1395975.346 4990283.042)",CF,LARGO SALUZZO 36,Si,No,,2005,3,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Profumeria,S,19759,.,36,N,NEGOZIO,351,09,8,730,10125
"POINT (1396087.622 4990242.236)",CF,VIA BELFIORE 9,Si,No,,2014,11,ALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Gastronomia,S,130836,50,19,,,353,09,8,732,10125
"POINT (1396400.509 4990393.331)",CF,VIA MADAMA CRISTINA 12/F,No,No,,1999,1,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Extralimentari,S,33484,27,.,,NEGOZIO,329,09,8,0,10125
"POINT (1396127.985 4990223.547)",EP,VIA S. ANSELMO 30,Si,No,,2016,6,.,Somministrazione,A,Nessuna,,106990,50,,N,,353,09,8,732,10125
"POINT (1396317.734 4990194.977)",EP,VIA MADAMA CRISTINA 21/A,No,No,,2003,7,ALTRO,Somministrazione,B,Nessuna,,55194,41,,N,,349,09,8,0,10125
"POINT (1396317.734 4990194.977)",CF,VIA MADAMA CRISTINA 21/A,No,No,,2003,3,ALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Pasticceria,S,14512,281,61,N,NEGOZIO,349,09,8,0,10125
"POINT (1396297.928 4990195.467)",CFE,VIA MADAMA CRISTINA 22/A,No,No,,2008,11,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Quotidiani e periodici,S,21129,27,.,N,NEGOZIO,348,09,8,0,10125
"POINT (1396297.928 4990195.467)",CF,VIA MADAMA CRISTINA 22/A,No,No,,2008,11,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Extralimentari,S,21128,27,.,N,NEGOZIO,348,09,8,0,10125
"POINT (1396297.302 4990445.627)",CF,VIA BERNARDINO GALLIARI 15 bis/B,No,No,,2009,5,MISTA,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Mista,S,38745,105,90,N,NEGOZIO,328,09,8,0,10125
"POINT (1396398.987 4990261.407)",CF,VIA CLAUDIO LUIGI BERTHOLLET 30,Si,No,,1989,11,ALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Panetteria,S,24015,20,.,,NEGOZIO,344,09,8,731,10125
"POINT (1396266.076 4990249.165)",CF,VIA SILVIO PELLICO 12/A,No,No,,2017,6,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Mobili,S,138650,38,30,,NEGOZIO,348,09,8,0,10125
"POINT (1396270.728 4990246.717)",CF,VIA SILVIO PELLICO 12,Si,No,,2017,10,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Abbigliamento,S,139421,60,40,,NEGOZIO,348,09,8,728,10125
"POINT (1396307.855 4990240.166)",EP,VIA SILVIO PELLICO 13/E,No,No,,2013,3,.,Somministrazione,A,Nessuna,,57140,57,,,,343,09,8,0,10125
"POINT (1396348.528 4990205.492)",CF,VIA SILVIO PELLICO 16/F,No,No,,2002,3,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Elettronica,S,15086,20,.,,NEGOZIO,349,09,8,0,10125
"POINT (1396363.552 4990197.565)",CF,VIA SILVIO PELLICO 18/D,No,No,,2017,11,MISTA,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Alimentari,S,139752,28,16,,NEGOZIO,349,09,8,0,10125
"POINT (1396363.552 4990197.565)",CF,VIA SILVIO PELLICO 18/D,No,No,,2017,11,MISTA,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Extralimentari,N,139752,28,16,,NEGOZIO,349,09,8,0,10125
"POINT (1396266.867 4990135.352)",CF,VIA MADAMA CRISTINA 24/G,No,No,,2013,2,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Oggetti preziosi,S,135697,35,36,,NEGOZIO,355,09,8,0,10125
"POINT (1396366.002 4990196.308)",CF,VIA SILVIO PELLICO 18,Si,No,,2010,8,MISTA,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Extralimentari,S,112979,45,4,,NEGOZIO,349,09,8,734,10125
"POINT (1396366.002 4990196.308)",CF,VIA SILVIO PELLICO 18,Si,No,,2010,8,MISTA,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Bibite,N,112979,45,4,,NEGOZIO,349,09,8,734,10125
"POINT (1396366.002 4990196.308)",CF,VIA SILVIO PELLICO 18,Si,No,,1999,5,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Extralimentari,S,29449,50,.,,NEGOZIO,349,09,8,734,10125
"POINT (1396378.258 4990189.806)",CF,VIA SILVIO PELLICO 20/A,No,No,,2002,1,MISTA,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Erboristeria,S,117147,32,23,,,349,09,8,0,10125
"POINT (1396378.258 4990189.806)",CF,VIA SILVIO PELLICO 20/A,No,No,,2002,1,MISTA,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Extralimentari,N,117147,32,23,,,349,09,8,0,10125
"POINT (1396449.278 4990165.474)",EP,VIA SILVIO PELLICO 21,Si,No,,2016,8,.,Somministrazione,B,Nessuna,,103282,41,,N,,345,09,8,734,10125
"POINT (1396389.151 4990184.059)",EP,VIA SILVIO PELLICO 22,Si,No,,2000,2,ALTRO,Somministrazione,B,Nessuna,,51267,37,,N,,349,09,8,734,10125
"POINT (1396179.876 4990294.754)",CF,VIA SILVIO PELLICO 2 bis/E,No,No,,2014,10,ALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Alimentari annessi ad altra attivita,S,130572,76,16,,NEGOZIO,347,09,8,0,10125
"POINT (1396051.066 4990284.919)",EP,VIA GIUSEPPE BARETTI 7/B,No,No,,2014,5,.,Somministrazione,U,Nessuna,,125548,25,,,,340,09,8,0,10125
"POINT (1396042.195 4990309.736)",EP,VIA GIUSEPPE BARETTI 5 scala B,No,No,,2013,7,ALTRO,Somministrazione,U,Nessuna,,125983,68,,,,340,09,8,725,10125
"POINT (1396051.066 4990284.919)",CF,VIA GIUSEPPE BARETTI 7/B,No,No,,2018,1,ALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Bibite,S,116799,27,3,,NEGOZIO,340,09,8,0,10125
"POINT (1396042.195 4990309.736)",CF,VIA GIUSEPPE BARETTI 5 scala B,No,No,,2013,7,ALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Alimentari,S,125596,135,18,,NEGOZIO,340,09,8,725,10125
"POINT (1396047.41 4990274.946)",AE,VIA GIUSEPPE BARETTI 6/B,No,No,,1994,12,ALTRO,Acconciatori/estetisti,Estetica,Nessuna,,60696,0,.,,,352,09,8,0,10125
"POINT (1396235.932 4990182.505)",EP,VIA GIUSEPPE BARETTI 20,Si,No,,2017,11,.,Somministrazione,B,Nessuna,,55112,48,,N,,355,09,8,729,10125
"POINT (1396359.615 4990130.976)",CF,VIA GIUSEPPE BARETTI 31,Si,No,,2006,10,ALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Pizza al taglio,S,66689,.,30,N,NEGOZIO,349,09,8,733,10125
"POINT (1396070.08 4990268.529)",AE,VIA GIUSEPPE BARETTI 8/C,No,No,,1979,5,ALTRO,Acconciatori/estetisti,Acconciatori,Nessuna,,58790,0,.,,,352,09,8,0,10125
"POINT (1395956.187 4990301.309)",EP,VIA GIUSEPPE BARETTI 2,No,No,,1996,8,ALTRO,Somministrazione,A,Nessuna,,47793,94,,N,,351,09,8,730,10125
"POINT (1395956.187 4990301.309)",AE,VIA GIUSEPPE BARETTI 2,No,No,,2005,6,ALTRO,Acconciatori/estetisti,Acconciatori,Nessuna,,62917,0,.,,,351,09,8,730,10125
"POINT (1395956.187 4990301.309)",CF,VIA GIUSEPPE BARETTI 2,No,No,,2007,5,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Profumeria,S,100105,60,10,N,NEGOZIO,351,09,8,730,10125
"POINT (1395959.905 4990300.224)",CF,VIA GIUSEPPE BARETTI 2/P,No,No,,1995,1,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Ferramenta,S,10910,50,20,N,NEGOZIO,351,09,8,0,10125
"POINT (1395957.714 4990312.237)",CF,VIA GIUSEPPE BARETTI 3,Si,No,,2010,10,MISTA,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Macelleria,S,113617,59,20,,NEGOZIO,339,09,8,725,10125
"POINT (1395957.714 4990312.237)",CF,VIA GIUSEPPE BARETTI 3,Si,No,,2010,10,MISTA,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Extralimentari,N,113617,59,20,,NEGOZIO,339,09,8,725,10125
"POINT (1396222.154 4990203.505)",CF,VIA GIUSEPPE BARETTI 19/C,No,No,,2001,3,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Extralimentari,S,38179,70,.,,NEGOZIO,348,09,8,0,10125
"POINT (1396075.294 4990277.829)",EP,VIA GIUSEPPE BARETTI 9/D,No,No,,2013,6,.,Somministrazione,U,Nessuna,,120249,23,,,,340,09,8,0,10125
"POINT (1396155.991 4990225.055)",EP,VIA GIUSEPPE BARETTI 12/E,No,No,,2013,10,.,Somministrazione,A,Nessuna,,106924,115,,N,,354,09,8,0,10125
"POINT (1396217.053 4990039.112)",CF,VIA MADAMA CRISTINA 34,Si,No,,2014,10,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Profumeria,S,16396,39,35,N,NEGOZIO,359,09,8,732,10125
"POINT (1396155.991 4990225.055)",CF,VIA GIUSEPPE BARETTI 12/E,No,No,,2014,1,MISTA,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Mista,S,127824,150,33,,NEGOZIO,354,09,8,0,10125
"POINT (1396217.053 4990039.112)",CF,VIA MADAMA CRISTINA 34,Si,No,,2009,10,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Extralimentari,S,109727,31,25,N,NEGOZIO,359,09,8,732,10125
"POINT (1396155.991 4990225.055)",CF,VIA GIUSEPPE BARETTI 12/E,No,No,,2009,1,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Librerie,S,107083,161,122,N,NEGOZIO,354,09,8,0,10125
"POINT (1396242.06 4990049.087)",CF,VIA MADAMA CRISTINA 35/C,No,No,,2013,12,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Telefonia,S,127612,50,50,,NEGOZIO,360,09,8,0,10125
"POINT (1396259.658 4990183.681)",CF,VIA GIUSEPPE BARETTI 25/B,No,No,,2003,3,MISTA,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Erboristeria,S,18266,34,.,,NEGOZIO,348,09,8,0,10125
"POINT (1396096.472 4990672.479)",EP,VIA NIZZA 3/B,No,No,,2015,6,.,Somministrazione,A,Nessuna,,48865,67,,N,,318,09,8,0,10125
"POINT (1396234.826 4990035.136)",CF,VIA MADAMA CRISTINA 37,Si,No,,2015,1,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Telefonia,S,131422,30,24,,NEGOZIO,360,09,8,732,10125
"POINT (1396259.658 4990183.681)",CF,VIA GIUSEPPE BARETTI 25/B,No,No,,2003,3,MISTA,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Extralimentari,N,18266,34,.,,NEGOZIO,348,09,8,0,10125
"POINT (1396234.826 4990035.136)",CF,VIA MADAMA CRISTINA 37,Si,No,,2007,6,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Elettrodomestici e/o ricambi,S,13226,100,83,N,NEGOZIO,360,09,8,732,10125
"POINT (1396234.826 4990035.136)",CF,VIA MADAMA CRISTINA 37,Si,No,,2002,5,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Farmacia,S,33236,25,.,,NEGOZIO,360,09,8,732,10125
"POINT (1396417.108 4990425.483)",AE,VIA MADAMA CRISTINA 8/H,No,No,,2012,2,ALTRO,Acconciatori/estetisti,Acconciatori,Nessuna,,119032,50,.,,,329,09,8,0,10125
"POINT (1396417.108 4990425.483)",CF,VIA MADAMA CRISTINA 8/H,No,No,,2006,11,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Profumeria,S,97789,70,10,N,NEGOZIO,329,09,8,0,10125
"POINT (1396413.058 4990417.639)",CF,VIA MADAMA CRISTINA 10/C,No,No,,1996,8,ALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Alimentari,S,759,43,43,N,NEGOZIO,329,09,8,0,10125
"POINT (1396410.07 4990411.852)",CF,VIA MADAMA CRISTINA 10,No,No,,2016,7,MISTA,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Articoli per animali,S,136033,135,100,,NEGOZIO,329,09,8,727,10125
"POINT (1396410.07 4990411.852)",CF,VIA MADAMA CRISTINA 10,No,No,,2016,7,MISTA,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,205,N,136033,135,100,,NEGOZIO,329,09,8,727,10125
"POINT (1396326.377 4990250.159)",CF,VIA MADAMA CRISTINA 18,Si,No,,2014,8,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Telefonia,S,129837,55,35,,,343,09,8,728,10125
"POINT (1396326.377 4990250.159)",CF,VIA MADAMA CRISTINA 18,Si,No,,2014,9,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Abbigliamento,S,129940,42,41,,NEGOZIO,343,09,8,728,10125
"POINT (1396326.377 4990250.159)",CF,VIA MADAMA CRISTINA 18,Si,No,,2008,8,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Extralimentari,S,105459,50,30,N,NEGOZIO,343,09,8,728,10125
"POINT (1396326.377 4990250.159)",CF,VIA MADAMA CRISTINA 18,Si,No,,1975,1,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Extralimentari,S,35060,30,.,,NEGOZIO,343,09,8,728,10125
"POINT (1396326.377 4990250.159)",CF,VIA MADAMA CRISTINA 18,Si,No,,1975,1,ALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Alimentari,S,33562,23,.,,NEGOZIO,343,09,8,728,10125
"POINT (1396337.252 4990232.642)",CF,VIA MADAMA CRISTINA 19/D,No,No,,2016,4,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Abbigliamento,S,135217,45,45,,NEGOZIO,344,09,8,0,10125
"POINT (1396311.936 4990222.385)",CF,VIA MADAMA CRISTINA 20/A,No,No,,1988,11,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Abbigliamento,S,6991,66,.,N,NEGOZIO,348,09,8,0,10125
"POINT (1396303.983 4990207.103)",CF,VIA MADAMA CRISTINA 20/E,No,No,,2004,3,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Extralimentari,S,14280,4,.,,NEGOZIO,348,09,8,0,10125
"POINT (1396205.463 4990630.047)",CF,VIA GOITO 1/G,No,No,,1996,12,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Extralimentari,S,2718,36,.,,NEGOZIO,320,09,8,0,10125
"POINT (1396305.493 4990210.003)",AE,VIA MADAMA CRISTINA 20,Si,No,,2001,1,ALTRO,Acconciatori/estetisti,Acconciatori,Nessuna,,61850,27,.,N,,348,09,8,728,10125
"POINT (1396305.493 4990210.003)",CF,VIA MADAMA CRISTINA 20,Si,No,,1975,1,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Extralimentari,S,24816,20,.,,NEGOZIO,348,09,8,728,10125
"POINT (1396200.09 4990645.919)",CF,VIA GOITO 2,Si,No,,1975,1,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Extralimentari,S,1471,26,.,,NEGOZIO,319,09,8,724,10125
"POINT (1396169.153 4990559.606)",EP,VIA GOITO 7,Si,No,,1989,3,ALTRO,Somministrazione,A,Nessuna,,43055,148,,N,,327,09,8,726,10125
"POINT (1396118.884 4990460.707)",CF,VIA GOITO 15/F,No,No,,2017,2,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Extralimentari,S,137646,96,3,,NEGOZIO,334,09,8,0,10125
"POINT (1396108.589 4990440.692)",AE,VIA GOITO 17/E,No,No,,1998,5,ALTRO,Acconciatori/estetisti,Acconciatori,Nessuna,,61373,0,.,,,334,09,8,0,10125
"POINT (1396376.682 4990273.13)",CF,VIA CLAUDIO LUIGI BERTHOLLET 28/E,No,No,,2016,6,ALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Frutta e verdura,S,135825,64,49,,NEGOZIO,344,09,8,0,10125
"POINT (1396268.664 4990343.361)",CF,VIA CLAUDIO LUIGI BERTHOLLET 23/I,No,No,,2017,7,MISTA,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Panetteria,S,134799,84,23,,NEGOZIO,335,09,8,0,10125
"POINT (1396455.275 4990499.537)",CF,VIA MADAMA CRISTINA 2/H,No,No,,2014,12,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Abbigliamento,S,131457,45,35,,NEGOZIO,322,09,8,0,10125
"POINT (1396268.664 4990343.361)",CF,VIA CLAUDIO LUIGI BERTHOLLET 23/I,No,No,,2017,7,MISTA,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Extralimentari,N,134799,84,23,,NEGOZIO,335,09,8,0,10125
"POINT (1396453.431 4990496.002)",CF,VIA MADAMA CRISTINA 4/A,No,No,,2008,12,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Ottica,S,110682,35,33,,NEGOZIO,322,09,8,0,10125
"POINT (1396018.473 4990526.837)",CF,VIA NIZZA 13,No,No,,2013,4,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Abbigliamento,S,125175,96,86,,NEGOZIO,332,09,8,725,10125
"POINT (1396452.759 4990455.742)",EP,VIA MADAMA CRISTINA 5/E,No,No,,2017,7,.,Somministrazione,A+B,Nessuna,,49377,62,,,,323,09,8,0,10125
"POINT (1396018.473 4990526.837)",CF,VIA NIZZA 13,No,No,,1992,7,ALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Alimentari,S,36770,30,.,,NEGOZIO,332,09,8,725,10125
"POINT (1396445.776 4990481.331)",CF,VIA MADAMA CRISTINA 6/B,No,No,,2011,1,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Ottica,S,114538,57,20,,NEGOZIO,322,09,8,0,10125
"POINT (1396018.473 4990526.837)",CF,VIA NIZZA 13,No,No,,1999,6,MISTA,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Alimentari,S,26978,188,.,,NEGOZIO,332,09,8,725,10125
"POINT (1396018.473 4990526.837)",CF,VIA NIZZA 13,No,No,,1999,6,MISTA,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Extralimentari,N,26978,188,.,,NEGOZIO,332,09,8,725,10125
"POINT (1396331.571 4990040.922)",CF,VIA CESARE LOMBROSO 20/C,No,No,,2004,3,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Extralimentari,S,35387,10,.,,NEGOZIO,360,09,8,0,10125
"POINT (1396372.165 4990019.575)",EP,VIA CESARE LOMBROSO 22/D,No,No,,2012,12,.,Somministrazione,B,Nessuna,,57160,70,,N,,361,09,8,0,10125
"POINT (1395975.117 4990459.041)",CF,VIA NIZZA 17 bis/F,No,No,,1998,2,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Extralimentari,S,136440,79,35,,NEGOZIO,339,09,8,0,10125
"POINT (1395967.433 4990444.447)",CF,VIA NIZZA 19,Si,No,,2014,10,MISTA,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Mista,S,130692,41,34,,NEGOZIO,339,09,8,725,10125
"POINT (1396323.996 4990136.033)",CF,VIA GIUSEPPE BARETTI 28/C,No,No,,2014,7,ALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Gastronomia,S,129822,45,10,,NEGOZIO,356,09,8,0,10125
"POINT (1395967.433 4990444.447)",CF,VIA NIZZA 19,Si,No,,2011,12,MISTA,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Mista,S,118336,193,162,,NEGOZIO,339,09,8,725,10125
"POINT (1396323.996 4990136.033)",CF,VIA GIUSEPPE BARETTI 28/C,No,No,,2003,4,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Fiori e piante,S,15648,50,50,N,NEGOZIO,356,09,8,0,10125
"POINT (1395967.433 4990444.447)",CF,VIA NIZZA 19,Si,No,,1985,7,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Extralimentari,S,4246,55,.,,NEGOZIO,339,09,8,725,10125
"POINT (1395933.609 4990379.576)",CF,VIA NIZZA 25/A,No,No,,2015,10,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Abbigliamento,S,133836,376,240,,NEGOZIO,339,09,8,0,10125
"POINT (1396357.334 4990132.177)",CF,VIA GIUSEPPE BARETTI 31/B,No,No,,2017,4,MISTA,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Minimercato,S,138175,39,37,,NEGOZIO,349,09,8,0,10125
"POINT (1395931.529 4990372.56)",CF,VIA NIZZA 25/C,No,No,,2005,11,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Phone center,S,41197,.,36,N,,339,09,8,0,10125
"POINT (1396357.334 4990132.177)",CF,VIA GIUSEPPE BARETTI 31/B,No,No,,2007,12,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Phone center,S,103014,40,35,N,NEGOZIO,349,09,8,0,10125
"POINT (1396347.812 4990123.417)",EP,VIA GIUSEPPE BARETTI 32,Si,No,,2016,1,.,Somministrazione,U,Nessuna,,109447,49,,N,,356,09,8,729,10125
"POINT (1395931.529 4990372.56)",CF,VIA NIZZA 25/C,No,No,,1991,10,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Extralimentari,S,7206,28,.,,NEGOZIO,339,09,8,0,10125
"POINT (1396347.812 4990123.417)",EP,VIA GIUSEPPE BARETTI 32,Si,No,,2000,12,ALTRO,DIA di somministrazione,nei circoli,Nessuna,,51810,58,,N,,356,09,8,729,10125
"POINT (1396347.812 4990123.417)",CF,VIA GIUSEPPE BARETTI 32,Si,No,,1978,4,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Extralimentari,S,831,55,.,,NEGOZIO,356,09,8,729,10125
"POINT (1396343.632 4990125.631)",CF,VIA GIUSEPPE BARETTI 32/A,No,No,,2016,1,ALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Enoteca,S,17634,49,28,N,NEGOZIO,356,09,8,0,10125
"POINT (1396522.357 4990363.29)",EP,VIA ORMEA 6 bis/C,No,No,,2017,8,.,Somministrazione,B,Nessuna,,118099,54,,,,330,09,8,0,10125
"POINT (1396522.357 4990363.29)",CF,VIA ORMEA 6 bis/C,No,No,,2011,12,ALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Alimentari,S,118372,108,18,,NEGOZIO,330,09,8,0,10125
"POINT (1396245.75 4990177.34)",AE,VIA GIUSEPPE BARETTI 22/A,No,No,,2004,9,ALTRO,Acconciatori/estetisti,Acconciatori,Nessuna,,62760,21,.,,,355,09,8,0,10125
"POINT (1396310.08 4990143.406)",AE,VIA GIUSEPPE BARETTI 26/D,No,No,,2014,10,ALTRO,Acconciatori/estetisti,Estetica,Nessuna,,130452,.,.,,,356,09,8,0,10125
"POINT (1396512.083 4990344.388)",CF,VIA ORMEA 8/D,No,No,,1986,8,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Oggetti preziosi,S,114603,32,22,,,330,09,8,0,10125
"POINT (1396310.08 4990143.406)",CF,VIA GIUSEPPE BARETTI 26/D,No,No,,2014,10,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Profumeria,S,130685,38,0,,NEGOZIO,356,09,8,0,10125
"POINT (1396491.589 4990306.204)",CF,VIA ORMEA 10/F,No,No,,2002,3,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Non alimentari generici,S,17034,31,.,,NEGOZIO,337,09,8,0,10125
